Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Chevrolet,S-10,2002,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Regular Cab Pickup,20,15,1385,18169
Toyota,Tundra,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,2031,38470
FIAT,500X,2017,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29,21,819,23890
Chevrolet,Cavalier,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30,22,1385,17030
Infiniti,Q50,2017,premium unleaded (required),208.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,28,22,190,44300
Mitsubishi,Mirage,2015,regular unleaded,74.0,3.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,44,37,436,14945
Buick,Encore,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,33,25,155,24065
Pontiac,Firebird,2002,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,2dr Hatchback,29,17,210,20050
Ferrari,456M,2002,premium unleaded (required),442.0,12.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,15,9,2774,224585
Mazda,B-Series Pickup,1999,regular unleaded,119.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,24,19,586,2857
Mazda,CX-7,2012,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,17,586,33540
Subaru,Impreza,2016,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,37,28,640,21595
Volkswagen,CC,2015,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,32,21,873,32995
Mazda,MX-5 Miata,2015,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,28,21,586,30550
Dodge,Ram Pickup 1500,2008,regular unleaded,310.0,8.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,16,12,1851,26705
Volkswagen,Passat,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,42,30,873,29125
GMC,Safari Cargo,2003,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,Large,Cargo Minivan,18,14,549,24450
Mitsubishi,Montero Sport,2003,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,17,14,436,32887
GMC,Safari,2004,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,Large,Passenger Minivan,16,12,549,26195
Subaru,Baja,2004,premium unleaded (required),210.0,4.0,MANUAL,all wheel drive,4.0,Compact,Crew Cab Pickup,22,16,640,23995
Kia,Borrego,2009,regular unleaded,337.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,22,15,1720,37995
GMC,Sierra 1500HD,2006,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,18,13,549,31405
Chrysler,Le Baron,1994,regular unleaded,142.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,24,18,1013,2000
Cadillac,DTS,2011,premium unleaded (recommended),275.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,23,15,1624,54825
Saab,9-3,2009,premium unleaded (recommended),280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,24,15,376,43605
Mercedes-Benz,300-Class,1991,regular unleaded,158.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22,17,617,2000
Nissan,Sentra,2017,regular unleaded,124.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,29,2009,21500
Chevrolet,Tahoe,2016,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23,16,1385,61740
Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,23,17,5657,33515
Suzuki,Reno,2007,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,28,19,481,15049
GMC,Sierra 1500,2015,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,16,549,44150
Dodge,Journey,2017,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,26595
Porsche,911,2017,premium unleaded (required),580.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,28,20,1715,200400
Dodge,Ram Pickup 1500,2010,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,18,13,1851,34240
Volkswagen,Golf GTI,2017,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,24,873,25595
Toyota,4Runner,2015,regular unleaded,270.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,21,17,2031,36115
Volkswagen,Jetta SportWagen,2012,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,31,24,873,21295
Dodge,Nitro,2010,regular unleaded,260.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,21,16,1851,26750
Buick,Regal,2016,premium unleaded (recommended),259.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,155,31900
Mitsubishi,Raider,2009,regular unleaded,210.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,16,436,21135
Porsche,Cayenne,2015,premium unleaded (required),520.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,14,1715,113600
Subaru,Forester,2017,premium unleaded (required),250.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,27,23,640,34295
Lamborghini,Murcielago,2008,premium unleaded (required),632.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,14,9,1158,378200
Audi,S8,2015,premium unleaded (required),520.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27,17,3105,114900
Lexus,IS 250 C,2014,premium unleaded (required),204.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,30,21,454,42860
Audi,A3,2017,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,34,25,3105,40300
Lincoln,MKC,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,29,20,61,33100
Toyota,Tundra,2016,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,18,13,2031,29950
Porsche,911,2016,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,27,19,1715,84300
Mercedes-Benz,C-Class,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,25,617,38400
Mazda,Tribute,2010,regular unleaded,171.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28,21,586,23590
Dodge,RAM 250,1993,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,15,12,1851,2046
Cadillac,ATS,2016,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,28,19,1624,49210
Ford,LTD Crown Victoria,1990,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,22,15,5657,2000
Mitsubishi,Lancer Sportback,2013,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,29,22,436,21495
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,31430
Mitsubishi,Galant,2011,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,436,21599
Toyota,Tundra,2016,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,33890
Plymouth,Neon,1999,regular unleaded,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,36,24,535,2000
Infiniti,EX35,2008,premium unleaded (recommended),297.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,190,33300
Honda,Pilot,2016,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26,19,2202,42970
Volkswagen,Golf GTI,2016,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,25,873,31220
Volkswagen,New Beetle,2010,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,29,20,873,20390
Scion,xB,2013,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,28,22,105,17920
Mercedes-Benz,S-Class,2015,premium unleaded (required),577.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,23,15,617,141450
Nissan,Altima,2017,regular unleaded,179.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,39,27,2009,28570
Pontiac,G6,2009,regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,26,17,210,28480
Saab,9-5,2009,premium unleaded (recommended),260.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,27,17,376,43270
Nissan,Frontier,2015,regular unleaded,261.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,22,16,2009,24540
Hyundai,Elantra,2015,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,38,28,1439,18250
Audi,RS 5,2013,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,2.0,Midsize,Convertible,23,16,3105,77900
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27,18,1013,45190
Cadillac,ATS,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,26,18,1624,43340
Mitsubishi,Outlander Sport,2017,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28,23,436,22695
Chevrolet,Uplander,2007,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23,16,1385,33050
Subaru,SVX,1997,regular unleaded,230.0,6.0,AUTOMATIC,all wheel drive,2.0,Compact,Coupe,22,15,640,2512
Honda,Insight,2013,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,44,41,2202,22065
Hyundai,Excel,1992,regular unleaded,81.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,33,25,1439,2000
Nissan,Truck,1995,regular unleaded,134.0,4.0,MANUAL,four wheel drive,2.0,Compact,Extended Cab Pickup,19,16,2009,2281
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,1385,30045
Toyota,Sequoia,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,17,13,2031,48685
Aston Martin,Vanquish,2016,premium unleaded (required),568.0,12.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,21,13,259,320695
Chrysler,Le Baron,1993,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,26,21,1013,2000
Chevrolet,S-10 Blazer,1994,regular unleaded,165.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,20,15,1385,2000
Ford,Fusion Hybrid,2015,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,41,44,5657,26575
Lincoln,LS,2004,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,23,15,61,39970
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,22,16,5657,60335
Lexus,IS 300,2005,premium unleaded (required),215.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Sedan,23,16,454,31105
Toyota,Highlander Hybrid,2015,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,27,2031,50340
BMW,3 Series Gran Turismo,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,34,22,3916,43000
Volvo,S60,2017,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,25,870,33950
Volkswagen,CC,2015,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,31,22,873,34095
Ford,Explorer Sport Trac,2009,regular unleaded,292.0,8.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,19,14,5657,29820
Cadillac,CT6,2017,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,18,1624,87495
Mercedes-Benz,S-Class,2016,premium unleaded (required),621.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,20,13,617,224650
Scion,FR-S,2015,premium unleaded (required),200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,34,25,105,31090
Dodge,Viper,2017,premium unleaded (required),645.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,19,12,1851,107995
Volvo,740,1990,regular unleaded,114.0,4.0,MANUAL,rear wheel drive,4.0,Midsize,Sedan,26,19,870,2000
Ford,F-150,2015,regular unleaded,325.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,23,18,5657,42735
Toyota,Tacoma,2016,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,23,18,2031,34090
Lincoln,Mark VII,1990,regular unleaded,225.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,22,15,61,2000
Volvo,V60 Cross Country,2016,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,28,20,870,41200
Ford,Ranger,2011,regular unleaded,207.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,21,16,5657,22425
Bentley,Continental GTC Speed,2010,premium unleaded (required),600.0,12.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,17,10,520,231400
Volkswagen,Jetta,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,25,873,22325
Dodge,Dart,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,23,1851,24395
Volkswagen,R32,2008,premium unleaded (required),250.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,2dr Hatchback,23,18,873,32990
Cadillac,STS-V,2007,premium unleaded (required),469.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,19,12,1624,75010
GMC,Yukon XL,2016,premium unleaded (recommended),420.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,20,14,549,71025
Plymouth,Voyager,1999,flex-fuel (unleaded/E85),158.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22,16,535,2110
Kia,Sorento,2017,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,1720,33100
Acura,MDX,2016,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27,19,204,47440
Dodge,Journey,2017,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,19,1851,27495
Suzuki,Kizashi,2013,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,21749
Ford,Tempo,1992,regular unleaded,96.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30,21,5657,2000
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26,17,155,36230
Acura,TLX,2016,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,21,204,35320
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,32,24,873,27520
Toyota,Pickup,1993,regular unleaded,150.0,6.0,MANUAL,four wheel drive,2.0,Compact,Extended Cab Pickup,17,14,2031,2550
Volvo,740,1991,regular unleaded,114.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,24,18,870,2000
Volkswagen,Golf Alltrack,2017,regular unleaded,170.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Wagon,30,22,873,32890
Nissan,Armada,2014,regular unleaded,317.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,19,13,2009,42680
Toyota,Tundra,2016,regular unleaded,310.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,15,2031,29140
Chevrolet,Monte Carlo,2006,regular unleaded,242.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,26,18,1385,23430
Volvo,XC70,2016,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,26,19,870,43050
Pontiac,Sunbird,1992,regular unleaded,111.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,32,22,210,2000
Infiniti,G37,2009,premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,26,18,190,35900
Suzuki,Kizashi,2012,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,22,481,23649
BMW,M,2002,premium unleaded (required),315.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,17,3916,44990
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,21,15,5657,44410
Honda,Pilot,2016,regular unleaded,280.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27,19,2202,37055
Bentley,Continental Flying Spur,2012,flex-fuel (premium unleaded required/E85),552.0,12.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,19,11,520,184200
Nissan,Truck,1995,regular unleaded,153.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,20,16,2009,2000
Dodge,Omni,1990,regular unleaded,93.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,22,1851,2000
Suzuki,Grand Vitara,2012,regular unleaded,166.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,4dr SUV,25,19,481,23749
Chevrolet,Tahoe,2015,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23,16,1385,46300
Honda,Fit,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,38,32,2202,20165
Kia,Rio,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,36,27,1720,17905
Hyundai,Santa Fe,2016,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,1439,32150
Toyota,Tacoma,2017,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,24,19,2031,31740
Volvo,850,1995,regular unleaded,168.0,5.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,26,18,870,2000
Hyundai,Elantra,2017,regular unleaded,147.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37,28,1439,22350
Toyota,4Runner,2016,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,22,17,2031,34010
Volvo,V60,2015,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,29,20,870,37250
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16,1385,70195
Oldsmobile,Silhouette,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,26,28040
Cadillac,CTS Wagon,2013,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,26,18,1624,44050
Nissan,350Z,2009,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23,17,2009,37870
Chrysler,Crossfire,2006,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,23,15,1013,38545
Ford,Edge,2016,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,20,5657,33785
Volkswagen,Cabrio,2001,regular unleaded,115.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,26,20,873,20475
Ford,LTD Crown Victoria,1990,regular unleaded,150.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,22,15,5657,2000
Kia,Forte,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,33,25,1720,18090
Mercedes-Benz,SL-Class,2015,premium unleaded (required),557.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25,16,617,147300
Ford,Explorer,2015,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,17,5657,40200
Lexus,GS 350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,29,19,454,48600
Chevrolet,Sonic,2017,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,39,28,1385,17530
Audi,Q5,2015,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,31,24,3105,55000
Volkswagen,GTI,2013,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,29295
Kia,Soul,2015,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,30,24,1720,15190
Mazda,CX-7,2011,regular unleaded,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,586,22795
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,32,24,873,25635
Toyota,Previa,1997,regular unleaded,161.0,4.0,AUTOMATIC,rear wheel drive,3.0,Compact,Passenger Minivan,20,16,2031,2580
Volvo,V60,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,37,25,870,35950
Oldsmobile,Eighty-Eight Royale,1993,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26,17,26,2000
Toyota,Supra,1996,regular unleaded,220.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,16,2031,14977
Chevrolet,Camaro,2015,regular unleaded,323.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,28,17,1385,26005
Volkswagen,Jetta SportWagen,2012,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,42,30,873,25540
Porsche,Panamera,2015,premium unleaded (required),570.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,24,15,1715,200500
Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,1385,34115
Lexus,HS 250h,2011,regular unleaded,187.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,35,454,39100
BMW,5 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,34,22,3916,52500
Infiniti,QX80,2016,premium unleaded (recommended),400.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,20,14,190,63250
Oldsmobile,Achieva,1997,regular unleaded,150.0,4.0,UNKNOWN,front wheel drive,2.0,Midsize,Coupe,29,19,26,2000
Honda,Accord,2016,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,21,2202,30745
Subaru,Forester,2015,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,32,24,640,25095
Pontiac,Trans Sport,1998,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23,16,210,2038
Chevrolet,C/K 2500 Series,1998,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,Large,Extended Cab Pickup,17,13,1385,3034
Lincoln,Aviator,2004,premium unleaded (required),302.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,17,12,61,40290
Chevrolet,HHR,2011,flex-fuel (unleaded/E85),155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,32,22,1385,19720
Toyota,Tundra,2017,regular unleaded,310.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,18,14,2031,33070
Infiniti,FX35,2010,premium unleaded (required),303.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,190,44300
Suzuki,Forenza,2006,regular unleaded,126.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,27,19,481,14499
Mazda,626,2001,premium unleaded (required),165.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,25,19,586,22935
Kia,Sedona,2015,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,18,1720,36300
Infiniti,Q50,2015,premium unleaded (recommended),360.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,36,29,190,44400
Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,34,25,873,19795
Dodge,Durango,2015,premium unleaded (recommended),360.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23,14,1851,39995
Toyota,Tacoma,2017,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,23,18,2031,35315
